Column,expenditure_date,payee_name,payee_clean,address,payee_type,amount,committee_name,expense_category,expense_purpose,expense_toward,expense_method,vendor,fundtype,comments,x
1175,2022-04-07,Meta,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,3.8000,Ali  Saqib Friends of,Media,Online Advertising,,Debit Card,,Electoral,,
1176,2022-05-25,Meta,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,30.7800,Ali  Saqib Friends of,Media,Online Advertising,,Debit Card,,Electoral,,
1177,2022-05-27,Meta,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,47.2400,Ali  Saqib Friends of,Media,Online Advertising,,Debit Card,,Electoral,,
1178,2021-01-26,The Baltimore Sun,The Baltimore Sun,300 E. Cromwell Street  Baltimore  Maryland 21230,Business/Group/Organization,15.9600,Represent Maryland PAC,Media,Newspaper,,Debit Card,,Administrative,,
1179,2022-05-30,Meta,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,26.0800,Ali  Saqib Friends of,Media,Online Advertising,,Debit Card,,Electoral,,
1180,2022-05-30,Meta,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,27.6200,Ali  Saqib Friends of,Media,Online Advertising,,Debit Card,,Electoral,,
1181,2021-06-08,Mailchimp,MailChimp,675 Ponce de Leon Ave NE  Suite 500  Atlanta  Georgia 30308,Business/Group/Organization,10.5900,Amaya  Ruben Friends of,Media,Media - Website Development,,Debit Card,,Electoral,reoccurring payment,
1182,2021-07-08,Mailchimp,MailChimp,675 Ponce de Leon Ave NE  Suite 500  Atlanta  Georgia 30308,Business/Group/Organization,10.5900,Amaya  Ruben Friends of,Media,Media - Website Development,,Debit Card,,Electoral,recurring payment,
1183,2021-01-25,GoDaddy.com,GoDaddy.com,14455 N. Hayden Road  Suite 219  Scottsdale  Arizona 85260,Business/Group/Organization,128.2000,Jennings  J. B. Friends Of,Media,Media - Website Development,,Debit Card,,Electoral,Web hosting,
1184,2021-01-26,Ronald Rowley,Ronald Rowley,1238 Ramblewood Road  Baltimore  Maryland 21239,Individual,300.0000,Jennings  J. B. Friends Of,Media,Media - Website Development,,EFT,,Electoral,Access Design,
1185,2021-01-29,The Business Journals,The Business Journals,120 W. Morehead Street  Suite 400  Charlotte  North Carolina 28202,Business/Group/Organization,125.0000,Jennings  J. B. Friends Of,Media,Newspaper,,Debit Card,,Electoral,Magazine Subscription,
1186,2021-06-01,Facebook  Inc,Facebook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,50.8700,Glassman  Barry Friends Of,Media,Online Advertising,,Debit Card,,Electoral,May 2021 media charge,
1187,2021-10-31,Facebook,Facebook,1601 Willow Road  Menlo Park  California 94025,Business/Group/Organization,29.8600,The Peoples Voice  LLC PAC,Media,Online Advertising,,Check,,Electoral,,
1188,2021-06-10,Majority Strategies,Majority Strategies,12854 Kenan Drive  Suite 145  Jacksonville  Florida 33258,Business/Group/Organization,450.0000,Ready  Justin Friends Of,Media,Book/Brochure Advertising,,Check,,Electoral,Palm Cards,
1189,2021-02-23,CHARLOTTE MUNAR,CHARLOTTE MUNAR,4804 BARTLETTS VISION DRIVE  BOWIE  Maryland 20720,Individual,125.0000,Amin  Mahasin El Friends of,Media,Graphic Design,,Check,,Electoral,,
1190,2021-03-01,Vision and Purpose Lifestyle Magazine,Vision and Purpose Lifestyle Magazine,1441 McCormick Drive  Suite 1040  Largo  Maryland 20774,Business/Group/Organization,450.0000,Amin  Mahasin El Friends of,Media,Book/Brochure Advertising,,Debit Card,,Electoral,,
1191,2022-05-30,Meta,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,33.7100,Ali  Saqib Friends of,Media,Online Advertising,,Debit Card,,Electoral,,
1192,2021-08-26,Nationbuilder,NationBuilder,PO Box 811428  Los Angeles  California 90081,Business/Group/Organization,119.0000,Ready  Justin Friends Of,Media,Media - Website Development,,EFT,,Electoral,August Website and Blast Email fee,
1193,2021-09-02,Mid-Atlantic Media,Mid-Atlantic Media,11459 Cronhill Dirve  Ste. A  Owings Mills  Maryland 21117,Business/Group/Organization,710.0000,Kramer  Ben Friends Of,Media,Newspaper,,Check,,Electoral,Ad,
1194,2021-09-15,Mid-Atlantic Media,Mid-Atlantic Media,11459 Cronhill Dirve  Ste. A  Owings Mills  Maryland 21117,Business/Group/Organization,293.7500,Kramer  Ben Friends Of,Media,Newspaper,,Check,,Electoral,D-19 Ad,
1195,2021-09-30,Montgomery County Democratic Central Committee,Montgomery County Democratic Central Committee,12320 Parklawn Drive  Suite 210  Rockville  Maryland 20852,Party Central,375.0000,Kramer  Ben Friends Of,Media,Book/Brochure Advertising,,Check,,Electoral,D-19 Ad,
1196,2021-10-26,Capitol Media Strategies,Capitol Media Strategies,69 Tulip Poplar Turn  Ocean View  Delaware 19970,Business/Group/Organization,375.0000,Kramer  Ben Friends Of,Media,Newspaper,,Check,,Electoral,Ad,
1197,2021-06-02,Local Buzz Creative,Local Buzz Creative,C/O Amber Hudler  240 Morrison Mill Road  Kirkwood  Pennsylvania 17536,Business/Group/Organization,125.0000,Miller  (Alfred) Al Friends of,Media,Media - Website Development,,Check,,Electoral,Inv.# 0068,
1198,2021-07-01,Local Buzz Creative,Local Buzz Creative,C/O Amber Hudler  240 Morrison Mill Road  Kirkwood  Pennsylvania 17536,Business/Group/Organization,125.0000,Miller  (Alfred) Al Friends of,Media,Media - Website Development,,Check,,Electoral,Inv.#071,
1199,2021-08-05,Local Buzz Creative,Local Buzz Creative,C/O Amber Hudler  240 Morrison Mill Road  Kirkwood  Pennsylvania 17536,Business/Group/Organization,125.0000,Miller  (Alfred) Al Friends of,Media,Media - Website Development,,Check,,Electoral,inv.#0077,
1200,2021-09-09,Local Buzz Creative,Local Buzz Creative,C/O Amber Hudler  240 Morrison Mill Road  Kirkwood  Pennsylvania 17536,Business/Group/Organization,125.0000,Miller  (Alfred) Al Friends of,Media,Media - Website Development,,Check,,Electoral,Inv.#0080,
1201,2021-10-05,Local Buzz Creative,Local Buzz Creative,C/O Amber Hudler  240 Morrison Mill Road  Kirkwood  Pennsylvania 17536,Business/Group/Organization,125.0000,Miller  (Alfred) Al Friends of,Media,Media - Website Development,,Check,,Electoral,Inv.# 0084,
1202,2021-10-03,,,,Reimburse,100.0000,Miller  (Alfred) Al Friends of,Media,Media - Website Development,,Check,Amy Haines Photo...,Electoral,Photos pf Al and Karen for website with flashdrive,
1203,2021-10-19,Chesapeake Publishing Corp.,Chesapeake Publishing Corp.,29088 Airpark Drive  Easton  Maryland 21601,Business/Group/Organization,1175.0000,Miller  (Alfred) Al Friends of,Media,Newspaper,,Check,,Electoral,ads,
1204,2021-11-12,Local Buzz Creative,Local Buzz Creative,C/O Amber Hudler  240 Morrison Mill Road  Kirkwood  Pennsylvania 17536,Business/Group/Organization,125.0000,Miller  (Alfred) Al Friends of,Media,Media - Website Development,,Check,,Electoral,Inv.#0085,
1205,2021-12-07,Local Buzz Creative,Local Buzz Creative,C/O Amber Hudler  240 Morrison Mill Road  Kirkwood  Pennsylvania 17536,Business/Group/Organization,125.0000,Miller  (Alfred) Al Friends of,Media,Media - Website Development,,Check,,Electoral,Inv.# 0091,
1206,2021-03-01,SquareSpace,Squarespace,225 Varick Street  12th floor  New York  New York 10014,Business/Group/Organization,26.0000,Jennings  J. B. Friends Of,Media,Media - Website Development,,Debit Card,,Electoral,Website host,
1207,2021-03-26,Ronald Rowley,Ronald Rowley,1238 Ramblewood Road  Baltimore  Maryland 21239,Individual,200.0000,Jennings  J. B. Friends Of,Media,Media - Website Development,,EFT,,Electoral,Access design,
1208,2021-03-29,SquareSpace,Squarespace,225 Varick Street  12th floor  New York  New York 10014,Business/Group/Organization,26.0000,Jennings  J. B. Friends Of,Media,Online Advertising,,Debit Card,,Electoral,web hosting,
1209,2021-04-29,SquareSpace,Squarespace,225 Varick Street  12th floor  New York  New York 10014,Business/Group/Organization,27.5600,Jennings  J. B. Friends Of,Media,Online Advertising,,Debit Card,,Electoral,Website host,
1210,2021-06-01,SquareSpace,Squarespace,225 Varick Street  12th floor  New York  New York 10014,Business/Group/Organization,27.5600,Jennings  J. B. Friends Of,Media,Online Advertising,,Debit Card,,Electoral,Website host,
1211,2021-06-15,GoDaddy.com,GoDaddy.com,14455 N. Hayden Road  Suite 219  Scottsdale  Arizona 85260,Business/Group/Organization,19.1700,Jennings  J. B. Friends Of,Media,Online Advertising,,Debit Card,,Electoral,Web hosting,
1212,2021-06-29,SquareSpace,Squarespace,225 Varick Street  12th floor  New York  New York 10014,Business/Group/Organization,27.5600,Jennings  J. B. Friends Of,Media,Media - Website Development,,Debit Card,,Electoral,Website host,
1213,2021-07-29,SquareSpace,Squarespace,225 Varick Street  12th floor  New York  New York 10014,Business/Group/Organization,27.5600,Jennings  J. B. Friends Of,Media,Media - Website Development,,Debit Card,,Electoral,Website Hosting,
1214,2021-08-03,Anne Fullem Design,Anne Fullem Design,945 Nena Avenue  Havre de Grace  Maryland 21078,Business/Group/Organization,265.0000,Jennings  J. B. Friends Of,Media,Graphic Design,,Check,,Electoral,Graphics for fundraisers,
1215,2021-08-30,SquareSpace,Squarespace,225 Varick Street  12th floor  New York  New York 10014,Business/Group/Organization,27.5600,Jennings  J. B. Friends Of,Media,Media - Website Development,,Debit Card,,Electoral,Web Hosting,
1216,2021-09-29,SquareSpace,Squarespace,225 Varick Street  12th floor  New York  New York 10014,Business/Group/Organization,27.5600,Jennings  J. B. Friends Of,Media,Media - Website Development,,Debit Card,,Electoral,Web hosting,
1217,2021-10-29,SquareSpace,Squarespace,225 Varick Street  12th floor  New York  New York 10014,Business/Group/Organization,27.5600,Jennings  J. B. Friends Of,Media,Media - Website Development,,Debit Card,,Electoral,Web hosting,
1218,2021-11-24,SquareSpace,Squarespace,225 Varick Street  12th floor  New York  New York 10014,Business/Group/Organization,20.0000,Jennings  J. B. Friends Of,Media,Media - Website Development,,Debit Card,,Electoral,Web hosting,
1219,2021-11-29,SquareSpace,Squarespace,225 Varick Street  12th floor  New York  New York 10014,Business/Group/Organization,27.5600,Jennings  J. B. Friends Of,Media,Media - Website Development,,Debit Card,,Electoral,Web hosting,
1220,2021-11-30,Keen360 Inc.,Keen360 Inc.,1150 1st Avenue  Suite 501  King Of Prussia  Pennsylvania 19406,Business/Group/Organization,567.0000,Jennings  J. B. Friends Of,Media,Media - Website Development,,EFT,,Electoral,Database host,
1221,2021-12-29,SquareSpace,Squarespace,225 Varick Street  12th floor  New York  New York 10014,Business/Group/Organization,27.5600,Jennings  J. B. Friends Of,Media,Media - Website Development,,Debit Card,,Electoral,Web hosting,
1222,2022-05-05,Kenefick Communications,Kenefick Communications,2803 Lake View Drive  Annapolis  Maryland 21403,Business/Group/Organization,1666.6600,Montgomery Co. Career Firefighters Assn. Local 1664 PAC,Media,Consulting Fees - Media,,Check,,Electoral,,
1223,2022-05-05,Progressive Way LLC,Progressive Way LLC,803 Sligo Creek Parkway  Takoma Park  Maryland 20912,Business/Group/Organization,2500.0000,Montgomery Co. Career Firefighters Assn. Local 1664 PAC,Media,Consulting Fees - Media,,Check,,Electoral,,
1224,2022-05-20,Progressive Way LLC,Progressive Way LLC,803 Sligo Creek Parkway  Takoma Park  Maryland 20912,Business/Group/Organization,2500.0000,Montgomery Co. Career Firefighters Assn. Local 1664 PAC,Media,Consulting Fees - Media,,Check,,Electoral,,
1225,2022-05-02,GOOGLE,Google,1600 Amphiteatre Parkway  Mountain View  California 94043,Business/Group/Organization,37.2700,Jianning   Zeng Friends of Dr.,Media,Online Advertising,,Debit Card,,Electoral,,
1226,2021-04-19,Calvert Signs,Calvert Signs,5240 Cutter Ct  Prince Frederick  Maryland 20678,Business/Group/Organization,25.0000,Jones  Steven R. for Calvert County Commissioner,Media,Graphic Design,,Check,,Electoral,Bumper Stickers,
1227,2021-05-14,Calvert Signs,Calvert Signs,5240 Cutter Ct  Prince Frederick  Maryland 20678,Business/Group/Organization,367.0000,Jones  Steven R. for Calvert County Commissioner,Media,Billboards / Outdoor Advertising,,Check,,Electoral,Stickers / Decals,
1228,2021-06-30,Kristin - McMahon,Kristin - McMahon,2116 Givenswood Drive  -  Fallston  Harford  Maryland 21047,Individual,775.0000,Boyle-Tsottles  Jessica Friends of,Media,Media - Website Development,,Check,,Electoral,,
1229,2021-10-04,Kristin - McMahon,Kristin - McMahon,2116 Givenswood Drive  -  Fallston  Harford  Maryland 21047,Individual,162.5000,Boyle-Tsottles  Jessica Friends of,Media,Media - Website Development,,Check,,Electoral,,
1230,2021-10-28,Kristin - McMahon,Kristin - McMahon,2116 Givenswood Drive  -  Fallston  Harford  Maryland 21047,Individual,65.0000,Boyle-Tsottles  Jessica Friends of,Media,Media - Website Development,,Check,,Electoral,,
1231,2021-11-29,Calvert Signs,Calvert Signs,5240 Cutter Ct  Prince Frederick  Maryland 20678,Business/Group/Organization,614.8000,Jones  Steven R. for Calvert County Commissioner,Media,Billboards / Outdoor Advertising,,Check,,Electoral,Outdoor Signs / Steve Jones,
1232,2021-10-29,Calvert Signs,Calvert Signs,5240 Cutter Ct  Prince Frederick  Maryland 20678,Business/Group/Organization,212.0000,Jones  Steven R. for Calvert County Commissioner,Media,Billboards / Outdoor Advertising,,Check,,Electoral,2 4x8 signs,
1233,2021-08-27,Patuxent Printing,Patuxent Printing,621 Keith Lane  Owings  Maryland 20736,Business/Group/Organization,829.9500,Jones  Steven R. for Calvert County Commissioner,Media,Billboards / Outdoor Advertising,,Check,,Electoral,Yard Signs,
1234,2021-08-27,Calvert Signs,Calvert Signs,5240 Cutter Ct  Prince Frederick  Maryland 20678,Business/Group/Organization,318.0000,Jones  Steven R. for Calvert County Commissioner,Media,Billboards / Outdoor Advertising,,Check,,Electoral,vehicle signs,
1235,2021-06-25,ERIC SCOTT  COLVIN,ERIC SCOTT  COLVIN,44750 SPRINGER ROAD  VALLEY LEE  Maryland 20692,Self (Candidate),178.2000,Colvin  Eric Voters for,Media,Media - Website Development,,EFT,Bluehost,Electoral,Web hosting,
1236,2021-07-19,ERIC SCOTT  COLVIN,ERIC SCOTT  COLVIN,44750 SPRINGER ROAD  VALLEY LEE  Maryland 20692,Self (Candidate),360.0000,Colvin  Eric Voters for,Media,Media - Website Development,,Credit Card/Visa,GiveWP,Electoral,Wordpress addin,
1237,2021-01-21,Renegade Productions  Inc.,Renegade Productions  Inc.,10950 Gilroy Road  Suite J  Hunt Valley  Maryland 21031,Business/Group/Organization,26913.3100,Glassman  Barry Friends Of,Media,Consulting Fees - General,,Check,,Electoral,,
1238,2021-02-16,Renegade Productions  Inc.,Renegade Productions  Inc.,10950 Gilroy Road  Suite J  Hunt Valley  Maryland 21031,Business/Group/Organization,26913.3100,Glassman  Barry Friends Of,Media,Consulting Fees - General,,Check,,Electoral,,
1239,2021-10-14,ERIC SCOTT  COLVIN,ERIC SCOTT  COLVIN,44750 SPRINGER ROAD  VALLEY LEE  Maryland 20692,Self (Candidate),249.0000,Colvin  Eric Voters for,Media,Newspaper,,Check,The County Times,Electoral,,
1240,2021-10-31,ERIC SCOTT  COLVIN,ERIC SCOTT  COLVIN,44750 SPRINGER ROAD  VALLEY LEE  Maryland 20692,Self (Candidate),52.0000,Colvin  Eric Voters for,Media,Online Advertising,,Credit Card/Visa,Facebook,Electoral,,
1241,2021-07-01,Facebook  Inc,Facebook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,153.3900,Glassman  Barry Friends Of,Media,Online Advertising,,Debit Card,,Electoral,June 2021 Facebook ad charges,
1242,2021-08-02,Facebook  Inc.,Facebook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,87.1500,Glassman  Barry Friends Of,Media,Online Advertising,,EFT,,Electoral,,
1243,2021-09-02,Facebook  Inc.,Facebook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,149.5300,Glassman  Barry Friends Of,Media,Online Advertising,,EFT,,Electoral,,
1244,2021-08-29,Allsign Products,Allsign Products,200 N. Tollgate Road  PO Box 986  Bel Air  Maryland 21014,Business/Group/Organization,115.0000,Glassman  Barry Friends Of,Media,Graphic Design,,Check,,Electoral,Window lettering,
1245,2021-10-04,Facebook  Inc.,Facebook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,183.2900,Glassman  Barry Friends Of,Media,Online Advertising,,EFT,,Electoral,,
1246,2021-09-30,Maryland Federation of Republican Women,Maryland Federation of Republican Women,P.O. Box 6040  Annapolis  Maryland 21401,Non-Profit Organization,300.0000,Glassman  Barry Friends Of,Media,Book/Brochure Advertising,,Debit Card,,Electoral,Advertising in event brochure,
1247,2021-12-01,Facebook  Inc.,Facebook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,520.9800,Glassman  Barry Friends Of,Media,Online Advertising,,EFT,,Electoral,,
1248,2022-01-03,Facebook  Inc.,Facebook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,232.0700,Glassman  Barry Friends Of,Media,Online Advertising,,EFT,,Electoral,,
1249,2021-01-21,DANIELLE  MCCRAY,DANIELLE  MCCRAY,5407 BIDDISON AVE  BALTIMORE  Maryland 21206,Self (Candidate),168.3800,McCray  Danielle Friends of,Media,Media - Website Development,,Check,,Electoral,REIMBURSEMENT FOR SERVER AND DOMAIN RENEWAL,
1250,2021-06-28,DANIELLE  MCCRAY,DANIELLE  MCCRAY,5407 BIDDISON AVE  BALTIMORE  Maryland 21206,Self (Candidate),118.6800,McCray  Danielle Friends of,Media,Online Advertising,,Check,,Electoral,REIMBURSEMENT FOR MAILCHIMP SERVICE,
1251,2021-11-30,DANIELLE  MCCRAY,DANIELLE  MCCRAY,5407 BIDDISON AVE  BALTIMORE  Maryland 21206,Self (Candidate),149.9000,McCray  Danielle Friends of,Media,Videos,,Check,,Electoral,REIMBURSEMENT FOR ZOOM ANNUAL SUBSCRIPTION,
1252,2022-03-10,Facebook,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,5.0000,Yang  Julie Friends of,Media,Online Advertising,,EFT,,Electoral,,
